provinsi_id,kabupaten_id,kepadatan_penduduk,tingkat_pendidikan,tingkat_pengangguran,akses_air_bersih,akses_listrik,fasilitas_kesehatan,jalan_aspal,luas_sawah,pendapatan_perkapita,jenis_wilayah,kemiskinan
24,247,468.43,7.49,3.23,47.26,91.66,14,34.83,5557.81,1034921.02,rural,1
1,156,17.92,8.16,6.02,76.63,93.92,14,50.08,3285.07,512954.51,rural,0
7,200,372.15,7.18,8.61,86.13,72.07,11,30.21,7860.66,906133.24,urban,1
15,479,881.33,9.59,8.56,43.27,75.83,10,70.18,3472.98,3915020.01,urban,0
6,165,148.41,5.82,6.9,83.53,93.9,16,47.5,7731.06,5021777.54,urban,0
20,453,4380.27,7.2,22.19,61.39,91.99,25,55.1,3327.31,5849463.0,urban,0
2,108,62.98,6.56,4.99,53.86,88.54,17,83.73,6842.67,1949443.48,urban,0
31,139,205.21,11.65,11.53,87.59,84.99,13,63.7,9739.55,1207511.96,rural,0
9,74,65.29,10.54,5.95,62.68,89.28,9,59.05,3478.12,3714613.6,rural,0
20,110,22.9,6.64,7.39,91.33,77.01,16,56.46,28539.38,3668554.75,rural,0
6,476,172.31,10.21,9.95,72.58,90.41,10,77.28,21072.26,2793594.12,rural,0
18,89,189.71,14.06,1.53,66.87,67.03,6,72.38,6535.95,945675.56,urban,1
5,509,7.29,10.19,4.46,63.43,89.1,21,57.76,7855.18,1923801.79,rural,0
34,144,64.29,4.79,14.89,74.16,93.49,15,78.68,2646.45,937662.09,rural,1
15,412,6.06,9.57,5.72,86.67,81.44,16,82.57,859.65,788746.29,rural,0
29,448,45.35,12.88,6.62,69.47,96.81,13,66.15,6353.06,2474701.88,rural,0
34,504,95.15,7.48,2.3,50.34,81.24,13,42.52,5692.44,1137539.75,urban,1
13,280,19.11,5.98,3.7,93.86,86.45,9,68.89,2707.17,628744.85,urban,0
19,331,89.43,7.43,5.47,85.69,71.48,17,42.47,20815.44,1374199.67,urban,1
8,392,586.09,5.13,10.73,42.33,89.88,11,62.04,355.24,3289434.68,urban,0
16,2,93.82,2.5,8.62,96.07,93.07,15,57.75,547.9,1337637.13,rural,0
31,205,204.62,10.27,2.74,38.1,72.02,11,63.33,845.74,3012124.99,rural,0
7,220,10.52,8.22,10.14,91.9,96.15,11,79.05,7182.97,3018470.35,urban,0
21,107,274.85,8.12,11.5,78.54,51.93,15,94.26,2231.6,1182168.38,urban,1
24,403,193.84,7.11,7.83,91.47,81.79,18,59.22,4861.69,2783253.41,rural,0
7,194,63.59,9.67,6.36,72.57,89.84,19,52.83,254.09,2517938.62,urban,0
16,271,28.22,6.18,2.66,91.85,95.63,19,70.66,2975.53,1575388.77,rural,0
34,392,262.35,12.24,6.19,90.6,66.94,21,64.0,1808.22,1243490.86,urban,0
22,482,362.56,5.39,7.03,69.8,80.89,14,50.97,8587.27,2178385.77,rural,0
5,483,321.08,3.08,6.41,91.33,84.95,17,67.77,1860.6,1027309.54,rural,1
29,51,332.41,7.03,12.8,66.18,95.1,15,90.2,3387.45,5238728.0,rural,0
7,28,118.1,11.22,1.56,84.21,98.8,22,55.67,24260.06,1587177.1,rural,0
32,52,394.34,8.89,1.45,83.64,89.52,25,56.33,568.94,3949956.72,urban,0
30,113,461.46,9.75,6.64,81.21,62.94,19,18.69,15680.48,475559.12,rural,0
7,224,37.62,10.35,6.55,59.6,74.93,18,32.48,8554.21,2512427.92,rural,0
8,241,209.44,12.45,6.29,92.39,98.37,16,28.45,4246.95,1544877.03,rural,0
11,242,411.72,8.59,6.8,63.05,95.29,16,80.84,1062.19,15267383.02,rural,0
16,234,147.62,9.16,9.34,63.49,97.4,10,52.96,4807.42,707891.72,urban,0
13,458,31.23,11.97,13.69,76.65,89.15,13,73.34,2721.71,3404231.98,urban,0
10,493,92.55,9.56,7.29,39.5,96.42,13,72.9,331.39,7718309.68,rural,0
21,341,325.93,8.62,3.65,87.82,93.74,12,65.7,1347.07,1786141.72,urban,0
29,118,71.37,9.65,5.76,83.04,76.18,15,58.47,10561.32,8389361.31,urban,0
3,67,130.41,8.21,8.4,88.91,92.16,22,76.02,5123.15,6440234.69,urban,0
4,339,198.4,3.67,1.09,85.91,97.9,16,29.65,4304.48,2587486.29,urban,0
3,66,115.83,4.08,9.61,90.86,68.94,15,93.38,2211.58,1852650.82,urban,0
15,465,166.04,8.17,6.36,84.23,86.26,17,47.42,5222.32,2654687.27,urban,0
3,157,68.43,7.81,10.03,73.14,73.98,20,61.64,7669.97,1636541.96,urban,1
34,205,77.13,6.89,5.33,73.94,80.41,12,57.75,1631.39,3193515.64,urban,0
27,336,20.27,8.59,13.6,55.8,86.43,7,64.81,1078.62,1070366.82,rural,0
25,202,63.58,10.34,5.96,85.86,81.44,18,40.27,4362.67,4182968.44,rural,0
33,217,394.91,5.71,4.94,85.72,87.6,17,58.31,3904.13,926838.56,rural,0
17,228,257.0,12.07,5.63,61.61,82.47,22,63.53,4692.01,1743836.27,rural,1
26,407,20.04,8.58,3.53,77.77,82.86,8,66.67,10167.62,12015711.14,urban,0
15,471,246.18,9.05,4.38,92.75,80.91,16,44.12,31545.55,2148934.6,rural,0
3,310,43.07,8.08,5.4,50.97,91.09,20,20.37,9054.48,1355112.53,urban,0
2,84,780.9,10.51,8.66,92.38,66.27,15,76.14,2946.32,666934.57,urban,0
2,245,39.89,7.43,5.15,85.11,84.78,15,74.29,5025.46,3456382.18,urban,0
27,311,374.39,8.19,6.77,75.81,75.59,19,50.7,1752.11,326526.39,rural,1
32,437,157.01,7.19,5.55,95.91,97.27,17,88.05,911.6,588089.08,rural,0
6,74,166.77,5.8,2.46,98.48,91.98,5,68.16,5811.25,10567555.77,rural,0
24,233,37.96,9.51,8.02,95.63,73.52,14,80.87,4898.56,1665556.05,urban,0
25,408,389.79,14.44,8.1,89.0,93.43,13,74.04,1021.6,1707297.12,rural,0
1,164,291.63,5.96,15.67,87.83,95.44,9,54.39,821.38,1143926.16,urban,0
31,325,154.98,5.95,1.12,84.48,75.97,17,76.65,4304.75,775240.0,urban,1
4,141,65.83,10.65,15.33,93.42,87.81,9,78.64,6817.22,1117652.3,rural,0
12,106,53.42,8.08,7.46,60.45,96.07,11,85.27,3370.3,1083565.27,rural,0
9,141,78.95,7.18,10.63,75.14,91.49,24,55.11,10656.56,4370428.42,rural,0
22,503,42.46,6.2,1.65,77.77,56.49,23,81.8,6789.02,1699506.79,urban,1
27,382,41.84,11.34,9.88,75.41,90.09,10,48.96,6442.2,2946866.49,urban,0
4,15,5056.62,6.98,4.0,79.52,88.64,23,78.0,4940.81,1364344.31,urban,1
10,53,38.76,5.74,8.98,78.03,77.19,8,76.18,8228.51,970072.12,rural,1
30,291,127.38,12.5,0.57,47.85,91.47,16,75.03,1930.87,620486.6,rural,0
33,126,93.33,6.53,7.44,61.47,69.56,12,55.79,376.3,1590297.74,urban,1
8,109,76.89,8.37,4.76,72.82,65.17,15,67.68,6509.19,6399665.34,urban,0
9,504,63.6,4.27,4.31,75.9,91.54,11,47.75,3890.57,3733149.08,urban,0
33,405,22.18,13.53,0.73,92.82,80.38,20,46.03,11586.55,4274004.98,urban,0
23,447,59.26,10.57,4.67,71.42,94.56,11,63.93,1573.64,582354.23,urban,0
29,323,39.28,12.31,8.94,80.39,90.59,16,51.21,1466.94,717671.38,urban,0
2,487,61.77,10.26,0.47,83.25,76.07,13,47.11,904.79,1611235.8,urban,0
33,413,937.29,7.08,5.25,54.01,96.07,14,34.75,1556.83,1376949.15,urban,1
22,381,50.89,10.87,6.54,78.14,86.17,10,86.99,12860.58,3008417.44,urban,0
3,73,87.66,10.47,4.44,85.81,86.13,12,68.59,8785.46,4349868.97,urban,0
13,317,64.9,5.08,2.32,53.51,90.28,17,67.09,8203.97,1170454.21,urban,1
28,19,178.99,9.39,5.75,89.75,97.29,12,59.05,912.09,1513117.98,urban,0
23,382,963.98,5.13,4.49,66.04,90.33,12,76.95,784.6,1920512.8,urban,0
14,308,72.35,10.17,2.65,92.42,96.19,12,42.76,12026.73,356064.4,urban,0
5,148,178.97,9.97,9.4,66.38,93.72,13,51.96,6343.67,6919672.28,rural,0
32,147,25.17,5.27,4.12,71.5,90.23,15,54.77,6985.92,6859167.32,urban,0
28,180,241.62,7.35,1.22,48.21,60.6,21,35.43,11090.95,1020038.91,urban,1
24,193,50.66,7.36,1.77,89.27,89.48,17,45.93,9207.84,5855770.98,urban,0
2,16,251.16,7.32,1.69,68.42,97.84,11,79.05,568.44,1830725.09,urban,0
7,297,250.39,13.22,2.22,73.38,87.13,10,73.34,23207.57,9931087.4,urban,0
14,361,277.44,8.22,5.67,91.2,78.29,16,76.78,11283.47,2342833.34,rural,0
34,157,74.9,5.52,5.58,94.69,83.35,18,56.52,11808.19,4055145.75,rural,0
15,317,9.9,11.84,3.18,59.92,87.64,18,72.46,644.68,3478176.25,urban,0
9,415,52.29,9.82,5.41,92.09,94.82,13,44.61,2815.81,1242553.05,rural,0
25,330,243.03,11.69,12.42,81.08,86.07,11,64.79,19943.14,2117932.79,urban,0
9,402,1038.22,10.51,10.4,96.67,76.16,13,69.33,584.86,1298726.52,urban,0
5,299,6.09,8.26,13.66,70.99,78.46,17,63.81,7585.28,6212330.86,rural,0
16,259,386.6,5.94,1.97,89.68,65.45,12,35.47,4470.08,1257377.53,rural,1
24,410,149.4,11.18,0.57,72.59,86.41,13,60.75,2617.52,630976.3,urban,0
4,445,45.21,9.98,2.65,96.38,70.0,14,67.02,296.75,4133343.2,rural,0
31,157,50.89,7.01,13.46,89.14,62.14,20,45.15,22783.03,3155064.98,urban,0
5,457,14.59,4.76,1.7,76.04,87.53,17,91.52,12386.35,1160104.21,urban,1
6,86,87.89,9.59,1.24,78.49,85.82,15,44.43,3055.35,16562445.66,urban,0
1,247,55.68,9.6,5.75,93.12,67.88,17,52.18,2392.83,379589.51,urban,0
34,232,772.26,6.19,4.61,66.26,99.58,15,81.48,133.94,2250157.16,rural,0
25,482,761.18,11.41,2.3,82.72,79.18,12,88.25,2036.3,1163175.68,urban,0
1,345,60.63,8.06,13.41,81.87,90.08,15,70.39,1265.61,3224553.31,urban,0
28,323,305.71,10.31,4.11,83.58,96.6,11,60.34,1859.67,1438453.53,urban,0
23,285,225.91,2.57,8.0,65.71,80.24,24,74.03,2321.83,5536189.7,urban,0
27,195,13.02,7.81,24.08,91.4,93.0,16,57.1,4204.86,1561709.77,rural,0
13,228,113.72,10.44,12.47,73.82,72.23,9,47.17,765.47,3944346.88,urban,0
15,256,949.31,6.3,17.05,81.84,89.68,14,81.69,2857.51,2901157.18,urban,0
25,304,186.68,11.71,1.59,75.19,91.02,26,64.38,13381.61,2662852.98,rural,0
11,369,26.43,8.84,8.76,88.17,68.54,15,73.42,1572.9,6088103.84,urban,0
16,18,176.64,4.57,2.24,93.89,75.01,19,41.51,6191.26,598952.15,rural,1
18,110,890.9,11.48,6.03,87.63,89.85,19,62.58,19002.61,8012307.92,urban,0
26,181,1117.78,7.07,2.78,98.78,88.05,9,66.05,740.46,452029.18,urban,0
9,337,65.16,6.29,0.38,79.04,93.13,17,48.68,6318.05,3889106.96,urban,0
10,189,517.92,11.1,5.59,97.74,51.07,18,46.55,245.45,830708.37,urban,0
3,100,2292.85,3.9,3.69,85.46,87.47,20,78.62,8149.7,3880145.5,urban,0
6,464,40.31,6.38,2.34,80.93,87.78,12,62.19,2885.13,1846988.59,rural,0
26,476,261.75,9.62,10.59,84.15,97.76,20,64.82,1273.57,958757.65,urban,0
24,493,127.25,14.62,4.88,81.11,95.74,15,78.71,3219.34,1308289.13,urban,0
14,213,30.74,10.26,4.49,68.55,83.26,19,33.75,477.81,3337638.18,urban,0
14,333,345.15,12.8,6.51,86.4,96.31,15,61.12,6850.97,841175.56,urban,0
33,182,45.61,10.65,10.12,60.61,82.62,10,75.22,1911.09,2674363.15,rural,0
5,448,862.17,8.89,7.34,96.82,87.55,12,35.01,3309.39,3174672.05,urban,0
19,147,21.51,11.45,1.17,93.2,95.97,14,49.5,8950.62,6625695.34,rural,0
3,90,15.8,10.74,3.67,68.27,68.87,20,81.67,101.67,3994322.0,rural,0
16,256,32.01,5.16,8.36,80.24,93.36,16,61.38,22989.47,2307133.42,urban,0
25,233,153.19,9.36,4.52,66.87,76.04,16,31.47,2888.09,3529129.16,urban,0
23,292,171.86,11.35,6.91,95.24,53.76,13,55.41,4818.77,1278147.29,urban,0
10,430,452.14,6.23,8.92,60.66,97.32,20,54.1,2068.83,2851749.72,urban,0
6,284,164.49,7.6,2.48,22.75,81.47,12,74.53,19.56,4690274.06,urban,0
14,197,10.36,12.17,8.59,52.54,67.0,13,60.39,8391.86,801972.89,rural,1
12,114,436.86,8.32,4.38,80.73,75.82,22,56.63,6579.58,2267507.52,rural,0
8,336,29.62,9.52,7.81,85.35,95.01,19,52.2,12393.77,4742438.5,urban,0
12,241,35.2,10.13,3.39,78.23,82.52,12,50.68,1984.15,3593642.2,urban,0
6,294,34.81,9.1,15.94,76.28,79.53,12,82.87,269.37,1150372.29,urban,1
27,236,560.05,11.57,6.7,97.3,82.0,15,54.58,2539.24,1513057.7,urban,0
31,225,765.69,11.46,5.07,90.1,96.55,11,62.94,7717.18,3643476.49,rural,0
32,12,123.29,6.15,8.63,74.43,92.95,21,69.13,426.03,5458658.79,rural,0
27,397,32.53,6.98,1.47,93.47,91.36,9,62.4,2899.13,2133653.98,urban,0
16,210,211.46,8.58,4.31,75.21,90.69,17,55.55,5807.32,8993809.4,urban,0
7,280,635.88,9.92,7.86,76.87,75.0,12,65.77,460.51,1618796.19,urban,1
31,392,358.25,3.27,9.24,94.65,74.12,10,66.46,2182.34,5573587.39,rural,0
26,90,94.39,8.82,6.68,82.51,94.77,21,21.79,5445.14,202387.1,rural,0
33,231,111.3,12.13,7.59,63.36,83.88,8,89.06,11382.87,992596.65,rural,1
33,143,202.73,7.09,2.21,94.54,90.82,11,36.75,82.53,1171122.04,urban,0
1,99,22.23,5.11,7.39,60.26,98.29,21,53.05,3657.1,2248890.53,urban,0
16,428,229.4,8.76,10.22,71.59,84.62,15,36.45,3657.1,2873470.32,rural,0
26,18,43.08,6.38,7.14,79.57,95.22,28,68.64,149.6,1879094.06,urban,0
24,329,283.77,9.68,15.17,81.41,83.99,14,69.41,1491.76,2236920.38,urban,0
3,87,580.82,9.69,11.63,89.74,94.81,24,63.61,251.82,563920.64,rural,0
4,362,528.28,9.58,0.51,82.57,99.05,13,86.88,3750.03,1712028.72,rural,0
8,187,26.17,11.1,5.81,80.59,99.9,11,62.1,2746.45,505537.56,urban,0
20,378,38.2,8.34,5.56,95.96,93.88,17,33.83,2843.5,3433809.55,rural,0
23,210,17.11,10.79,1.08,94.74,90.24,15,49.07,14692.24,9941398.02,urban,0
32,30,189.85,9.34,4.42,94.28,92.39,17,54.17,6207.26,1440928.38,urban,0
6,347,70.54,6.88,2.28,86.29,75.12,13,84.14,211.41,828282.28,rural,1
3,213,23.72,14.39,1.48,70.97,95.84,11,46.88,2842.72,2145441.74,urban,0
29,4,33.7,8.63,3.15,85.65,99.31,18,46.52,1060.94,829831.93,urban,0
1,81,1140.86,9.92,10.19,85.3,96.51,16,54.83,5120.64,620070.15,rural,0
8,374,375.13,7.51,6.5,55.9,79.45,10,78.53,3424.49,1548230.55,urban,1
10,73,725.63,11.79,2.95,90.13,96.11,18,76.43,1544.47,2499807.16,urban,0
24,40,276.17,5.46,16.4,93.07,64.76,26,73.37,7914.57,2486712.34,rural,0
10,413,42.63,6.63,1.21,67.32,77.44,13,53.88,5745.23,806337.11,rural,1
22,7,561.47,15.5,3.88,85.85,97.84,12,81.12,11.11,2505398.44,urban,0
21,56,7.44,12.36,7.07,68.35,90.95,16,63.61,7801.73,877186.8,rural,0
26,434,585.74,7.62,3.54,74.04,72.12,17,63.64,297.15,329317.44,rural,1
13,319,108.74,11.13,14.4,66.49,92.33,14,48.73,46.8,2727834.24,rural,0
30,282,502.03,10.12,10.14,89.52,84.24,8,44.31,2859.04,2848653.35,rural,0
4,367,69.64,12.97,0.98,80.35,98.28,19,64.27,3474.81,3051961.57,rural,0
17,399,275.8,8.68,13.22,93.28,66.46,24,74.65,2798.91,3544622.61,urban,0
18,300,87.34,4.2,8.0,71.46,93.32,21,71.34,6155.89,1858082.34,urban,0
17,270,185.5,10.49,6.67,85.46,81.75,12,52.53,6507.58,7439963.86,urban,0
5,44,62.9,13.42,2.43,76.05,89.63,17,27.93,7486.53,1425109.32,rural,0
13,241,19.02,9.52,2.18,93.8,64.01,17,47.0,2921.59,2692431.69,rural,0
1,472,213.04,7.63,5.66,82.86,88.63,18,85.54,2148.13,4027900.37,rural,0
28,458,1097.45,8.26,5.84,77.35,89.47,18,69.22,2830.21,1562940.11,urban,0
21,334,27.54,14.19,5.64,65.43,73.65,16,60.22,2192.63,5722771.79,urban,0
10,394,60.83,8.96,11.34,82.5,85.6,20,77.77,3259.8,3076919.2,urban,0
23,234,38.99,5.88,0.78,83.32,98.03,16,50.02,14632.09,3079324.05,rural,0
28,111,52.48,8.72,1.87,58.24,80.82,16,62.9,99.66,2450577.16,urban,0
15,205,61.48,7.41,12.75,93.7,79.04,13,83.03,231.05,712964.24,urban,1
28,490,12.93,9.21,9.06,58.65,67.45,12,43.76,1255.57,954948.62,rural,1
24,264,376.31,9.78,9.73,70.2,81.79,8,63.87,1125.39,7850327.27,rural,0
16,268,301.68,14.02,5.99,71.16,72.11,20,51.11,3725.14,771245.63,rural,1
15,340,1817.53,5.62,8.08,82.98,68.39,13,73.42,4437.57,1123997.62,urban,1
28,271,144.77,5.33,9.68,89.01,89.29,10,65.06,123.54,1696089.71,urban,0
23,378,714.07,5.12,7.38,69.76,77.75,18,67.34,2041.24,3415831.1,urban,0
3,264,34.98,6.46,13.97,87.96,87.82,16,39.88,3901.56,26043191.73,urban,0
23,103,19.0,8.64,8.74,72.9,81.48,13,94.65,3119.3,2249408.31,urban,0
9,301,745.02,2.88,3.52,82.63,93.14,11,89.25,16360.09,1701478.85,rural,0
2,389,81.49,2.93,5.92,84.51,77.68,14,80.65,10663.45,716076.58,urban,1
34,181,106.34,6.43,15.95,73.37,98.09,16,88.19,1872.39,2076941.61,rural,0
33,277,93.06,6.28,3.92,81.69,77.58,22,56.16,11227.68,7073265.12,urban,0
16,366,112.65,12.12,5.96,95.5,53.93,13,68.85,11838.07,4081481.22,urban,0
16,496,322.1,7.0,14.57,72.88,91.74,12,83.1,6872.14,2135134.54,urban,0
25,428,157.08,13.17,6.32,72.74,80.14,15,76.05,239.86,3565882.43,urban,0
7,341,148.93,2.76,9.62,54.22,74.4,11,64.65,16258.81,7837980.85,urban,0
3,1,4276.77,8.59,1.78,76.35,90.53,14,67.03,6477.77,2464162.54,urban,0
11,389,30.61,10.74,9.7,61.8,84.81,17,47.76,4011.41,749241.99,urban,1
20,280,34.31,7.29,2.14,74.54,97.3,22,54.28,5361.13,1604498.71,urban,1
16,485,83.24,12.98,7.6,56.95,96.16,18,51.65,9970.95,705682.31,urban,0
11,181,12.57,8.86,3.88,52.93,75.97,17,75.37,5877.04,3736729.9,rural,0
15,154,1405.24,11.02,6.04,88.34,75.3,21,77.41,2765.28,2727130.74,urban,0
22,420,508.23,8.51,2.03,50.47,71.99,13,74.71,1248.64,999608.61,urban,1
16,167,3.8,11.86,2.36,72.43,91.26,17,48.92,7914.17,5281907.83,urban,0
1,378,22.8,8.07,3.43,74.04,92.05,13,50.64,8109.24,2824354.24,urban,0
22,123,137.12,9.2,0.99,74.67,97.66,11,95.08,1633.44,1696615.66,urban,0
27,446,70.44,8.53,3.15,91.89,87.88,12,72.98,2898.5,1471068.58,urban,0
33,378,896.24,10.03,4.99,87.92,97.14,19,42.36,4869.03,522251.38,rural,0
9,116,55.97,4.58,4.09,53.36,79.9,19,55.42,3697.22,3079766.24,rural,0
34,160,67.08,7.3,8.46,50.85,98.74,11,76.7,4831.95,1145003.55,rural,1
5,310,65.14,6.32,13.7,93.41,96.55,17,70.52,15.41,2727196.61,urban,0
24,506,58.87,8.53,3.54,87.0,74.89,10,65.4,11027.18,3208608.16,urban,0
17,42,334.27,12.91,4.3,87.44,72.63,20,54.78,2460.05,412421.05,rural,0
28,267,84.41,7.4,12.75,85.59,82.18,16,56.14,6061.22,2750845.45,rural,0
33,277,65.12,4.78,5.49,71.61,94.31,17,64.94,2714.97,1325575.33,urban,1
19,486,1007.42,7.64,4.32,55.0,88.91,8,75.73,3186.16,2203804.88,urban,0
2,15,728.78,4.79,4.13,87.42,98.88,17,63.43,1874.38,2142826.45,urban,0
9,501,3.02,7.93,4.56,64.08,90.99,19,71.93,1398.41,1486359.53,urban,1
11,1,392.34,6.27,1.78,85.71,93.32,18,46.27,8908.47,858927.98,urban,0
29,124,56.13,6.14,7.35,53.01,83.16,18,72.94,2405.37,2636093.07,urban,0
13,163,290.54,7.89,13.46,80.96,66.0,15,55.79,13187.91,7567382.52,urban,0
17,296,709.76,11.67,5.16,71.59,74.51,11,67.58,2393.34,3004092.3,rural,0
34,329,26.35,9.53,0.6,81.68,91.65,20,44.87,277.07,2135012.09,rural,0
18,8,157.62,18.44,1.95,77.6,70.7,10,52.23,3514.77,1540525.62,urban,1
24,242,590.65,9.31,1.8,77.78,67.69,18,60.43,9564.05,941007.95,rural,1
30,267,3699.89,11.45,3.32,82.47,91.84,17,83.0,1633.84,5381399.8,urban,0
15,339,64.66,6.7,12.64,80.76,91.22,19,95.01,620.63,10177511.9,urban,0
14,478,927.65,6.73,2.46,94.6,49.36,15,60.98,13946.35,2254276.01,urban,0
2,73,34.52,4.33,9.28,94.44,89.69,12,58.84,7287.14,1966195.9,rural,0
5,220,338.92,8.12,6.92,93.11,92.85,13,54.25,4848.52,16264240.39,urban,0
30,34,53.06,9.99,5.26,83.42,77.94,11,28.23,98.18,795667.46,urban,0
7,288,5640.68,8.45,11.96,66.33,48.91,13,41.3,9485.8,661637.73,urban,1
27,44,88.36,9.21,2.02,39.77,85.88,16,78.04,3727.47,636609.5,rural,0
11,140,57.1,2.8,5.5,94.06,95.24,8,56.75,4777.2,3145152.11,urban,0
20,290,111.82,7.51,1.89,58.52,79.73,27,80.0,7221.93,7028371.98,urban,0
1,180,96.33,13.33,7.44,71.08,73.7,16,84.56,9317.72,2320435.41,urban,0
22,247,12.21,5.92,16.56,85.0,95.36,15,68.86,2161.87,3698066.04,rural,0
2,331,136.59,8.07,3.9,97.59,87.03,17,41.15,11416.46,2082862.54,urban,0
26,210,6827.56,13.1,2.77,83.62,93.87,23,84.4,544.8,2216459.71,urban,0
32,276,110.11,7.01,4.67,85.26,88.71,14,85.4,3232.02,4065301.76,rural,0
2,329,32.49,11.85,3.02,65.97,86.7,13,52.0,7511.56,959235.9,rural,0
5,476,58.75,9.12,0.26,78.63,39.84,16,44.52,238.92,2536331.25,urban,0
34,3,74.18,8.52,2.33,66.25,70.01,16,76.52,817.14,3927349.06,rural,0
33,480,28.23,9.67,6.08,96.9,61.63,15,74.03,7218.4,4216558.49,rural,0
10,456,115.17,10.5,6.45,64.06,95.84,17,51.74,362.25,2834644.6,rural,0
18,27,37.8,14.08,4.3,71.83,70.6,14,70.37,6565.29,944232.71,urban,1
3,119,114.96,4.86,17.15,92.65,93.95,16,80.73,4678.79,5485283.67,urban,0
10,476,216.54,6.15,2.63,95.1,97.32,16,40.43,6436.27,7521385.14,urban,0
5,438,900.85,8.31,3.92,73.16,94.04,15,52.68,16878.89,1046816.74,urban,0
2,469,45.85,7.15,3.15,85.38,94.37,10,75.17,16110.12,1347160.95,urban,0
13,494,41.94,12.89,17.0,84.76,86.39,16,59.71,2100.11,2883795.77,urban,0
14,161,555.61,10.98,2.57,82.42,96.46,6,63.45,8021.19,1724946.13,rural,0
17,395,142.44,9.34,7.46,70.05,95.22,16,56.1,5450.11,2181859.12,rural,0
33,489,7.64,6.13,13.87,75.6,77.88,16,68.66,2951.75,3420022.17,urban,0
18,264,1855.56,10.15,22.62,87.4,82.99,19,74.42,10049.28,6311527.6,urban,0
15,291,12.23,6.42,8.1,85.69,74.3,26,22.85,1964.9,429263.95,rural,1
19,209,70.18,4.85,1.24,36.92,87.98,13,60.83,466.8,2253312.82,rural,0
7,512,494.83,8.52,2.91,63.9,59.37,19,72.45,6845.17,3920970.52,rural,0
33,216,66.37,6.75,1.34,75.49,76.18,15,38.15,13118.9,3931408.28,rural,0
10,358,351.8,8.48,2.63,93.68,91.71,17,68.8,13469.1,921856.83,rural,0
2,73,36.56,8.66,1.8,67.12,79.38,16,52.86,36.1,1444025.63,urban,1
26,213,12.02,8.07,3.92,47.61,95.93,20,77.1,1217.28,5926090.96,rural,0
1,308,297.08,4.16,2.09,97.98,96.92,16,74.21,1036.16,4900892.96,urban,0
10,178,87.98,6.06,4.9,85.45,77.79,14,47.27,4114.26,3097622.31,rural,0
7,242,399.5,10.95,9.27,76.01,94.62,21,66.83,948.47,20748393.97,urban,0
26,399,67.38,5.12,2.33,61.33,85.14,14,49.61,2261.5,4293850.59,rural,0
1,296,348.17,6.84,5.48,74.62,91.04,15,78.17,16320.73,1912772.81,urban,0
13,283,43.98,8.59,0.57,70.18,96.61,11,54.79,366.25,8428008.6,rural,0
22,255,420.16,5.94,7.29,79.43,83.73,17,39.3,834.09,1207843.83,rural,1
11,435,402.5,9.44,8.13,74.17,88.53,18,62.34,1521.6,2074747.08,urban,0
33,281,112.48,6.7,6.5,77.77,94.87,18,42.54,4109.33,949144.14,rural,1
22,9,19.25,11.35,13.82,92.89,71.44,17,71.93,1715.56,1275677.2,urban,0
34,24,185.34,6.91,5.48,68.3,97.02,10,62.57,4277.33,2130378.03,rural,0
9,415,45.15,8.56,5.4,88.94,81.39,11,56.68,2150.25,6614879.09,urban,0
4,162,491.96,5.56,2.47,82.66,76.16,13,74.96,1162.24,2864919.36,rural,0
29,130,44.79,6.55,4.85,50.42,93.04,5,74.66,823.48,1121474.64,urban,1
21,267,466.2,10.41,11.21,74.52,82.69,10,61.16,17359.03,912645.24,urban,1
27,453,344.94,8.43,1.29,82.81,76.89,12,92.0,1963.44,4233610.93,urban,0
15,98,1653.65,11.17,10.48,87.02,86.87,10,61.59,842.89,2202598.24,urban,0
27,320,260.78,7.82,14.8,85.72,88.91,18,70.27,3922.88,3973840.59,urban,0
33,37,276.64,7.88,7.14,75.99,85.52,18,80.8,537.36,3294915.5,urban,0
21,73,48.54,11.89,4.79,78.1,85.3,12,54.29,6227.33,3607797.43,urban,0
2,195,150.41,9.58,4.28,72.54,66.15,19,63.46,6044.45,4601009.26,urban,0
33,388,111.55,4.94,2.41,66.52,91.54,23,56.21,2980.84,3099680.83,rural,0
2,466,1711.72,9.29,3.36,76.77,91.16,21,54.27,311.71,886803.0,urban,0
1,298,162.52,11.14,2.48,79.32,99.12,15,80.24,1241.68,1347146.95,rural,0
18,488,167.31,10.28,7.54,95.15,84.92,16,84.56,3738.2,825541.1,urban,0
5,364,40.25,5.03,9.92,82.33,86.51,14,26.53,4883.46,1990150.33,urban,0
14,22,2505.9,7.11,6.82,88.12,89.34,14,44.43,59.31,946196.42,urban,0
7,14,9.87,6.49,4.97,77.9,99.15,11,59.63,1937.79,948013.06,urban,1
2,468,75.32,6.46,1.36,60.08,63.29,15,66.85,3382.28,4325793.42,rural,0
19,211,135.45,6.72,2.12,65.41,52.78,19,64.35,2371.15,3462988.01,urban,0
1,37,292.63,5.77,11.15,63.32,87.07,13,61.42,3642.89,3016559.29,rural,0
19,487,178.6,9.71,2.68,95.78,88.65,17,74.84,4298.94,7865712.0,rural,0
32,478,189.41,13.07,2.65,84.57,86.81,10,53.67,25746.47,3296297.7,rural,0
24,510,560.97,0.1,3.41,86.76,46.47,20,50.98,4982.95,1330799.14,rural,1
